"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia","0","1308","0.0-0.0","614a2938ccbb6e48eb2dcbd1","63690f60c96a0a9a64b48fbc","63691a94b4e4216936ef6274"
