"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","state","choice","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","jar","bead","previous_bead","correct","lowH_score","highH_score","total_bonus"
"image-keyboard-response","3359","2030745","0.0-7.0-8.0-1.0-1.220","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3360","2031263","0.0-7.0-8.0-1.0-2.220","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3361","2033569","0.0-7.0-8.0-1.0-0.221","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","2303","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","221","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3362","2033875","0.0-7.0-8.0-1.0-1.221","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3363","2034393","0.0-7.0-8.0-1.0-2.221","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3364","2034885","0.0-7.0-8.0-1.0-0.222","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","489","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","222","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3365","2035190","0.0-7.0-8.0-1.0-1.222","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3366","2035708","0.0-7.0-8.0-1.0-2.222","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3367","2036313","0.0-7.0-8.0-1.0-0.223","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","602","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","223","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3368","2036628","0.0-7.0-8.0-1.0-1.223","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3369","2037140","0.0-7.0-8.0-1.0-2.223","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3370","2037831","0.0-7.0-8.0-1.0-0.224","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","688","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","224","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3371","2038147","0.0-7.0-8.0-1.0-1.224","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3372","2038663","0.0-7.0-8.0-1.0-2.224","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3373","2038835","0.0-7.0-8.0-1.0-0.225","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","168","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","225","","1","","","","","","","","","","","","","","1","2","2","false","","",""
"image-keyboard-response","3374","2039151","0.0-7.0-8.0-1.0-1.225","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3375","2039671","0.0-7.0-8.0-1.0-2.225","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3376","2040783","0.0-7.0-8.0-1.0-0.226","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","1108","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","226","","2","","","","","","","","","","","","","","2","1","2","false","","",""
"image-keyboard-response","3377","2041101","0.0-7.0-8.0-1.0-1.226","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3378","2041617","0.0-7.0-8.0-1.0-2.226","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3379","2043100","0.0-7.0-8.0-1.0-0.227","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","1480","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","227","","2","","","","","","","","","","","","","","1","1","1","false","","",""
"image-keyboard-response","3380","2043421","0.0-7.0-8.0-1.0-1.227","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3381","2043933","0.0-7.0-8.0-1.0-2.227","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3382","2044781","0.0-7.0-8.0-1.0-0.228","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","846","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","228","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3383","2045093","0.0-7.0-8.0-1.0-1.228","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3384","2045598","0.0-7.0-8.0-1.0-2.228","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3385","2046015","0.0-7.0-8.0-1.0-0.229","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","413","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","229","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3386","2046327","0.0-7.0-8.0-1.0-1.229","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3387","2046845","0.0-7.0-8.0-1.0-2.229","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3388","2047229","0.0-7.0-8.0-1.0-0.230","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","381","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","230","","2","","","","","","","","","","","","","","2","1","1","false","","",""
"image-keyboard-response","3389","2047541","0.0-7.0-8.0-1.0-1.230","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3390","2048060","0.0-7.0-8.0-1.0-2.230","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3391","2048375","0.0-7.0-8.0-1.0-0.231","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","274","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","231","","2","","","","","","","","","","","","","","1","1","1","false","","",""
"image-keyboard-response","3392","2048691","0.0-7.0-8.0-1.0-1.231","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3393","2049210","0.0-7.0-8.0-1.0-2.231","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3394","2049532","0.0-7.0-8.0-1.0-0.232","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","318","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","232","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3395","2049840","0.0-7.0-8.0-1.0-1.232","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3396","2050358","0.0-7.0-8.0-1.0-2.232","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3397","2050646","0.0-7.0-8.0-1.0-0.233","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","284","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","233","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3398","2050955","0.0-7.0-8.0-1.0-1.233","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3399","2051473","0.0-7.0-8.0-1.0-2.233","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3400","2051788","0.0-7.0-8.0-1.0-0.234","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","312","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","234","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3401","2052104","0.0-7.0-8.0-1.0-1.234","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3402","2052662","0.0-7.0-8.0-1.0-2.234","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3403","2052925","0.0-7.0-8.0-1.0-0.235","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","259","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","235","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3404","2053240","0.0-7.0-8.0-1.0-1.235","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3405","2053754","0.0-7.0-8.0-1.0-2.235","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3406","2054297","0.0-7.0-8.0-1.0-0.236","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","540","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","236","","1","","","","","","","","","","","","","","2","2","1","false","","",""
"image-keyboard-response","3407","2054606","0.0-7.0-8.0-1.0-1.236","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3408","2055119","0.0-7.0-8.0-1.0-2.236","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3409","2057456","0.0-7.0-8.0-1.0-0.237","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","2334","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","237","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3410","2057764","0.0-7.0-8.0-1.0-1.237","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3411","2058278","0.0-7.0-8.0-1.0-2.237","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3412","2058782","0.0-7.0-8.0-1.0-0.238","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","500","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","238","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3413","2059094","0.0-7.0-8.0-1.0-1.238","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3414","2059605","0.0-7.0-8.0-1.0-2.238","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3415","2060182","0.0-7.0-8.0-1.0-0.239","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","574","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","239","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3416","2060492","0.0-7.0-8.0-1.0-1.239","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3417","2061011","0.0-7.0-8.0-1.0-2.239","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3418","2061378","0.0-7.0-8.0-1.0-0.240","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","364","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","240","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3419","2061692","0.0-7.0-8.0-1.0-1.240","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3420","2062209","0.0-7.0-8.0-1.0-2.240","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3421","2068284","0.0-7.0-8.0-1.0-0.241","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","6071","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","241","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3422","2068592","0.0-7.0-8.0-1.0-1.241","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3423","2069102","0.0-7.0-8.0-1.0-2.241","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3424","2069782","0.0-7.0-8.0-1.0-0.242","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","677","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","242","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3425","2070097","0.0-7.0-8.0-1.0-1.242","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3426","2070607","0.0-7.0-8.0-1.0-2.242","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3427","2071437","0.0-7.0-8.0-1.0-0.243","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","827","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","243","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3428","2071746","0.0-7.0-8.0-1.0-1.243","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3429","2072265","0.0-7.0-8.0-1.0-2.243","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3430","2072570","0.0-7.0-8.0-1.0-0.244","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","302","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","244","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3431","2072885","0.0-7.0-8.0-1.0-1.244","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3432","2073390","0.0-7.0-8.0-1.0-2.244","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3433","2074034","0.0-7.0-8.0-1.0-0.245","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","640","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","245","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3434","2074344","0.0-7.0-8.0-1.0-1.245","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3435","2074862","0.0-7.0-8.0-1.0-2.245","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3436","2075171","0.0-7.0-8.0-1.0-0.246","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","305","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","246","","2","","","","","","","","","","","","","","2","1","1","false","","",""
"image-keyboard-response","3437","2075476","0.0-7.0-8.0-1.0-1.246","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3438","2075995","0.0-7.0-8.0-1.0-2.246","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3439","2076543","0.0-7.0-8.0-1.0-0.247","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","544","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","247","","2","","","","","","","","","","","","","","1","1","1","false","","",""
"image-keyboard-response","3440","2076858","0.0-7.0-8.0-1.0-1.247","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3441","2077410","0.0-7.0-8.0-1.0-2.247","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3442","2077768","0.0-7.0-8.0-1.0-0.248","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","355","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","248","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3443","2078080","0.0-7.0-8.0-1.0-1.248","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3444","2078599","0.0-7.0-8.0-1.0-2.248","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3445","2079108","0.0-7.0-8.0-1.0-0.249","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","505","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","249","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3446","2079421","0.0-7.0-8.0-1.0-1.249","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3447","2079930","0.0-7.0-8.0-1.0-2.249","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
