"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","block_num","seq_file","trial_seq_info","two_arm_score_block1","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","20","355509","0.0-4.0-4.0-1.0-2.1","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","21","357609","0.0-4.0-4.0-1.0-0.2","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2089","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","2","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","22","357923","0.0-4.0-4.0-1.0-1.2","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","23","358431","0.0-4.0-4.0-1.0-2.2","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","24","361641","0.0-4.0-4.0-1.0-0.3","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","3199","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","3","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","25","361948","0.0-4.0-4.0-1.0-1.3","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","26","362455","0.0-4.0-4.0-1.0-2.3","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","27","363951","0.0-4.0-4.0-1.0-0.4","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1494","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","4","1","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","28","364257","0.0-4.0-4.0-1.0-1.4","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","29","364770","0.0-4.0-4.0-1.0-2.4","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","30","367179","0.0-4.0-4.0-1.0-0.5","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2407","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","5","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","31","367508","0.0-4.0-4.0-1.0-1.5","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","32","368017","0.0-4.0-4.0-1.0-2.5","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","33","371417","0.0-4.0-4.0-1.0-0.6","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","3385","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","6","1","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","34","371730","0.0-4.0-4.0-1.0-1.6","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","35","372239","0.0-4.0-4.0-1.0-2.6","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","36","374217","0.0-4.0-4.0-1.0-0.7","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1965","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","7","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","37","374537","0.0-4.0-4.0-1.0-1.7","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","38","375047","0.0-4.0-4.0-1.0-2.7","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","39","376558","0.0-4.0-4.0-1.0-0.8","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1509","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","8","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","40","376860","0.0-4.0-4.0-1.0-1.8","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","41","377368","0.0-4.0-4.0-1.0-2.8","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","378742","0.0-4.0-4.0-1.0-0.9","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1373","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","9","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","43","379070","0.0-4.0-4.0-1.0-1.9","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","44","379570","0.0-4.0-4.0-1.0-2.9","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","45","381066","0.0-4.0-4.0-1.0-0.10","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1495","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","10","2","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","46","381400","0.0-4.0-4.0-1.0-1.10","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","47","381908","0.0-4.0-4.0-1.0-2.10","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","48","383337","0.0-4.0-4.0-1.0-0.11","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1419","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","11","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","49","383654","0.0-4.0-4.0-1.0-1.11","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","50","384165","0.0-4.0-4.0-1.0-2.11","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","51","385729","0.0-4.0-4.0-1.0-0.12","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1557","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","12","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","52","386039","0.0-4.0-4.0-1.0-1.12","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","53","386552","0.0-4.0-4.0-1.0-2.12","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","54","387481","0.0-4.0-4.0-1.0-0.13","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","918","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","13","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","55","387797","0.0-4.0-4.0-1.0-1.13","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","56","388304","0.0-4.0-4.0-1.0-2.13","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","57","390490","0.0-4.0-4.0-1.0-0.14","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2184","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","14","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","58","390819","0.0-4.0-4.0-1.0-1.14","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","59","391329","0.0-4.0-4.0-1.0-2.14","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","60","392997","0.0-4.0-4.0-1.0-0.15","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1667","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","15","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","61","393308","0.0-4.0-4.0-1.0-1.15","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","62","393817","0.0-4.0-4.0-1.0-2.15","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","63","395890","0.0-4.0-4.0-1.0-0.16","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2064","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","16","1","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","64","396198","0.0-4.0-4.0-1.0-1.16","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","65","396706","0.0-4.0-4.0-1.0-2.16","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","66","398066","0.0-4.0-4.0-1.0-0.17","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1353","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","17","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","67","398370","0.0-4.0-4.0-1.0-1.17","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","68","398877","0.0-4.0-4.0-1.0-2.17","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","69","401124","0.0-4.0-4.0-1.0-0.18","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2245","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","18","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","70","401443","0.0-4.0-4.0-1.0-1.18","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","71","401950","0.0-4.0-4.0-1.0-2.18","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","72","404274","0.0-4.0-4.0-1.0-0.19","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2309","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","19","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","73","404581","0.0-4.0-4.0-1.0-1.19","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","74","405088","0.0-4.0-4.0-1.0-2.19","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","75","408083","0.0-4.0-4.0-2.0","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","2975",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","76","426348","0.0-4.0-5.0","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","18265","","","","[{""page_index"":0,""viewing_time"":14632},{""page_index"":1,""viewing_time"":3632}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","77","435242","0.0-4.0-6.0-0.0","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","8893",""," ","","","","","","","","<div align=center>In this block, there will be a <b>99%</b> chance that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","78","436890","0.0-4.0-6.0-1.0-0.0","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1640","","j","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","highH","0","1","1","0","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","79","437196","0.0-4.0-6.0-1.0-1.0","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","80","437703","0.0-4.0-6.0-1.0-2.0","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","81","439290","0.0-4.0-6.0-1.0-0.1","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1572","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","1","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","82","439601","0.0-4.0-6.0-1.0-1.1","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","83","440109","0.0-4.0-6.0-1.0-2.1","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","84","441566","0.0-4.0-6.0-1.0-0.2","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1455","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","2","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","85","441894","0.0-4.0-6.0-1.0-1.2","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","86","442410","0.0-4.0-6.0-1.0-2.2","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","87","443738","0.0-4.0-6.0-1.0-0.3","5c2ff645644d5300010c25f3","63690f60c96a0a9a64b48fbd","636920633f084c7ff1c7618a","1325","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","3","2","2","1","1","false","","","","","","","","","","","","","","","","",""
