"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","highH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","block_num","seq_file","trial_seq_info","two_arm_score_block1","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","26","864007","0.0-4.0-4.0-1.0-0.4","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","155","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","4","1","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","27","864317","0.0-4.0-4.0-1.0-1.4","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","28","864830","0.0-4.0-4.0-1.0-2.4","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","865783","0.0-4.0-4.0-2.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","953",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","30","916609","0.0-4.0-5.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","50825","","","","[{""page_index"":0,""viewing_time"":30547},{""page_index"":1,""viewing_time"":20277}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","31","923033","0.0-4.0-6.0-0.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","6424",""," ","","","","","","","","<div align=center>In this block, there will be a <b>1% chance</b> that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","32","927174","0.0-4.0-6.0-1.0-0.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","4141","","j","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","lowH","0","2","2","0","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","33","927488","0.0-4.0-6.0-1.0-1.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","34","928016","0.0-4.0-6.0-1.0-2.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","35","929009","0.0-4.0-6.0-1.0-0.1","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","993","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","1","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","36","929315","0.0-4.0-6.0-1.0-1.1","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","37","929828","0.0-4.0-6.0-1.0-2.1","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","38","929910","0.0-4.0-6.0-1.0-0.2","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","81","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","2","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","39","930233","0.0-4.0-6.0-1.0-1.2","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","40","930745","0.0-4.0-6.0-1.0-2.2","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","41","930788","0.0-4.0-6.0-1.0-0.3","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","42","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","3","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","931104","0.0-4.0-6.0-1.0-1.3","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","43","931612","0.0-4.0-6.0-1.0-2.3","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","44","931687","0.0-4.0-6.0-1.0-0.4","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","75","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","4","2","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","45","932001","0.0-4.0-6.0-1.0-1.4","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","46","932513","0.0-4.0-6.0-1.0-2.4","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","47","932587","0.0-4.0-6.0-1.0-0.5","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","73","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","5","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","48","932900","0.0-4.0-6.0-1.0-1.5","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","49","933413","0.0-4.0-6.0-1.0-2.5","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","50","933510","0.0-4.0-6.0-1.0-0.6","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","95","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","6","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","51","933831","0.0-4.0-6.0-1.0-1.6","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","52","934344","0.0-4.0-6.0-1.0-2.6","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","53","934388","0.0-4.0-6.0-1.0-0.7","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","43","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","7","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","54","934700","0.0-4.0-6.0-1.0-1.7","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","55","935209","0.0-4.0-6.0-1.0-2.7","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","56","935287","0.0-4.0-6.0-1.0-0.8","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","78","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","8","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","57","935596","0.0-4.0-6.0-1.0-1.8","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","58","936107","0.0-4.0-6.0-1.0-2.8","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","59","936188","0.0-4.0-6.0-1.0-0.9","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","79","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","9","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","60","936494","0.0-4.0-6.0-1.0-1.9","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","61","937007","0.0-4.0-6.0-1.0-2.9","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","62","937088","0.0-4.0-6.0-1.0-0.10","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","79","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","10","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","63","937397","0.0-4.0-6.0-1.0-1.10","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","64","937910","0.0-4.0-6.0-1.0-2.10","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","65","938009","0.0-4.0-6.0-1.0-0.11","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","98","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","11","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","66","938325","0.0-4.0-6.0-1.0-1.11","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","67","938836","0.0-4.0-6.0-1.0-2.11","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","68","938910","0.0-4.0-6.0-1.0-0.12","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","73","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","12","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","69","939219","0.0-4.0-6.0-1.0-1.12","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","70","939736","0.0-4.0-6.0-1.0-2.12","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","71","939809","0.0-4.0-6.0-1.0-0.13","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","71","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","13","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","72","940125","0.0-4.0-6.0-1.0-1.13","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","73","940637","0.0-4.0-6.0-1.0-2.13","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","74","940710","0.0-4.0-6.0-1.0-0.14","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","72","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","14","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","75","941025","0.0-4.0-6.0-1.0-1.14","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","76","941534","0.0-4.0-6.0-1.0-2.14","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","77","941586","0.0-4.0-6.0-1.0-0.15","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","51","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","15","2","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","78","941903","0.0-4.0-6.0-1.0-1.15","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","79","942416","0.0-4.0-6.0-1.0-2.15","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","80","942465","0.0-4.0-6.0-1.0-0.16","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","48","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","16","2","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","81","942775","0.0-4.0-6.0-1.0-1.16","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","82","943285","0.0-4.0-6.0-1.0-2.16","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","83","943365","0.0-4.0-6.0-1.0-0.17","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","79","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","17","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","84","943671","0.0-4.0-6.0-1.0-1.17","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","85","944182","0.0-4.0-6.0-1.0-2.17","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","86","944244","0.0-4.0-6.0-1.0-0.18","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","61","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","18","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","87","944557","0.0-4.0-6.0-1.0-1.18","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","88","945071","0.0-4.0-6.0-1.0-2.18","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","89","945100","0.0-4.0-6.0-1.0-0.19","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","27","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","19","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","90","945414","0.0-4.0-6.0-1.0-1.19","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","91","945925","0.0-4.0-6.0-1.0-2.19","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","92","947051","0.0-4.0-6.0-2.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","1125",""," ","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","",""
"instructions","93","951557","0.0-4.0-7.0","60520f7b38610f36b366a806","6367f433b739b6e52a2c937e","020y3yvj9wzc","4505","","","","[{""page_index"":0,""viewing_time"":1010},{""page_index"":1,""viewing_time"":705},{""page_index"":2,""viewing_time"":2791}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
