"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","state","choice","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","jar","bead","previous_bead","correct","highH_score","lowH_score","total_bonus"
"html-keyboard-response","738","1185103","0.0-4.0-10.99-0.99-1.99-2.99-1.99","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/treasure.png')""></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 50</p>","two_arm_exp","99","","2","1","1","1","j","f","309","348","50","1","./tasks/two-arm-new/stimuli/seq28.json","{""Trial"":""99"",""S0_A1"":""0"",""S0_A2"":""1"",""PRw1"":""0.43210225488344295"",""PRw2"":""0.591942965527192"",""PRw3"":""0.7497954678480963"",""PRw4"":""0.3073795705719933"",""Rw1"":""0.0"",""Rw2"":""1.0"",""Rw3"":""1.0"",""Rw4"":""0.0""}","","","","","","","","",""
"html-keyboard-response","739","1185433","0.0-4.0-10.100-0.100-0.100","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","327","","f","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 50</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","740","1185944","0.0-4.0-10.100-0.100-1.100-0.100","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 50</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","741","1186320","0.0-4.0-10.100-0.100-1.100-1.100","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","375","","f","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 50</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","742","1186831","0.0-4.0-10.100-0.100-1.100-2.100-0.100","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 50</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","743","1187834","0.0-4.0-10.100-0.100-1.100-2.100-1.100","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/treasure.png')""></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 51</p>","two_arm_exp","100","","1","1","1","1","f","f","327","375","51","1","./tasks/two-arm-new/stimuli/seq28.json","{""Trial"":""100"",""S0_A1"":""0"",""S0_A2"":""1"",""PRw1"":""0.39121804628399975"",""PRw2"":""0.569576092988235"",""PRw3"":""0.7409049057362236"",""PRw4"":""0.3082564337373299"",""Rw1"":""1.0"",""Rw2"":""1.0"",""Rw3"":""1.0"",""Rw4"":""0.0""}","","","","","","","","",""
"html-keyboard-response","744","1188144","0.0-4.0-10.101-0.101-0.101","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","308","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","745","1188652","0.0-4.0-10.101-0.101-1.101-0.101","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","746","1189025","0.0-4.0-10.101-0.101-1.101-1.101","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","372","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","747","1189539","0.0-4.0-10.101-0.101-1.101-2.101-0.101","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","748","1190543","0.0-4.0-10.101-0.101-1.101-2.101-1.101","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/noreward.png')""></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2_sad.png')""></div></div><p>Score: 51</p>","two_arm_exp","101","","2","0","1","1","j","j","308","372","51","1","./tasks/two-arm-new/stimuli/seq28.json","{""Trial"":""101"",""S0_A1"":""0"",""S0_A2"":""1"",""PRw1"":""0.36975880192776495"",""PRw2"":""0.5608278753123123"",""PRw3"":""0.747345817061835"",""PRw4"":""0.2964528413486017"",""Rw1"":""0.0"",""Rw2"":""0.0"",""Rw3"":""1.0"",""Rw4"":""1.0""}","","","","","","","","",""
"html-keyboard-response","749","1190769","0.0-4.0-10.102-0.102-0.102","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","225","","f","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","750","1191276","0.0-4.0-10.102-0.102-1.102-0.102","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","751","1191657","0.0-4.0-10.102-0.102-1.102-1.102","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","379","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","752","1192163","0.0-4.0-10.102-0.102-1.102-2.102-0.102","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 51</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","753","1193167","0.0-4.0-10.102-0.102-1.102-2.102-1.102","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/treasure.png')""></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 52</p>","two_arm_exp","102","","1","1","1","1","f","j","225","379","52","1","./tasks/two-arm-new/stimuli/seq28.json","{""Trial"":""102"",""S0_A1"":""0"",""S0_A2"":""1"",""PRw1"":""0.3534339040179818"",""PRw2"":""0.5121111355367148"",""PRw3"":""0.713598311891745"",""PRw4"":""0.319875054585561"",""Rw1"":""1.0"",""Rw2"":""0.0"",""Rw3"":""1.0"",""Rw4"":""0.0""}","","","","","","","","",""
"html-keyboard-response","754","1193457","0.0-4.0-10.103-0.103-0.103","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","289","","f","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","755","1193969","0.0-4.0-10.103-0.103-1.103-0.103","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","756","1194392","0.0-4.0-10.103-0.103-1.103-1.103","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","421","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","757","1194903","0.0-4.0-10.103-0.103-1.103-2.103-0.103","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","758","1195906","0.0-4.0-10.103-0.103-1.103-2.103-1.103","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/noreward.png')""></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1_sad.png')""></div></div><p>Score: 52</p>","two_arm_exp","103","","1","0","1","1","f","j","289","421","52","1","./tasks/two-arm-new/stimuli/seq28.json","{""Trial"":""103"",""S0_A1"":""0"",""S0_A2"":""1"",""PRw1"":""0.33843162693378526"",""PRw2"":""0.4762568385066472"",""PRw3"":""0.7311644662190827"",""PRw4"":""0.3798079822712001"",""Rw1"":""0.0"",""Rw2"":""1.0"",""Rw3"":""0.0"",""Rw4"":""0.0""}","","","","","","","","",""
"html-keyboard-response","759","1196881","0.0-4.0-10.104-0.104-0.104","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","973","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","760","1197395","0.0-4.0-10.104-0.104-1.104-0.104","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","761","1197785","0.0-4.0-10.104-0.104-1.104-1.104","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","388","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","762","1198298","0.0-4.0-10.104-0.104-1.104-2.104-0.104","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 52</p>","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","763","1199301","0.0-4.0-10.104-0.104-1.104-2.104-1.104","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","null","","null","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/purple_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1_deact.png')""></div><div id=""jspsych-space-daw-top-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/treasure.png')""></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" class=""jspsych-space-daw-bottom-stim-border"" style=""background-image: url('./tasks/two-arm-new/img/purple_stim_1.png')""></div></div><p>Score: 53</p>","two_arm_exp","104","","1","1","1","1","j","j","973","388","53","1","./tasks/two-arm-new/stimuli/seq28.json","{""Trial"":""104"",""S0_A1"":""0"",""S0_A2"":""1"",""PRw1"":""0.3414435318784962"",""PRw2"":""0.4708961258095185"",""PRw3"":""0.7070023678997743"",""PRw4"":""0.39913089434498866"",""Rw1"":""1.0"",""Rw2"":""0.0"",""Rw3"":""1.0"",""Rw4"":""0.0""}","","","","","","","","",""
"html-keyboard-response","764","1200025","0.0-4.0-10.105-0.105-0.105","61549a2caa92d84f392000e9","63690f60c96a0a9a64b48fbd","63691e01dc73d013a062b4da","722","","j","","","","","","","","<div style=""background-image: url('./tasks/two-arm-new/img/earth_planet.png')""><div id=""jspsych-space-daw-top-stim-left"" ></div><div id=""jspsych-space-daw-top-stim-middle"" ></div><div id=""jspsych-space-daw-top-stim-right"" ></div><div style=""clear:both""></div><div id=""jspsych-space-daw-bottom-stim-left"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_2.png')""></div><div id=""jspsych-space-daw-bottom-stim-middle"" ></div><div id=""jspsych-space-daw-bottom-stim-right"" style=""background-image: url('./tasks/two-arm-new/img/earth_stim_1.png')""></div></div><p>Score: 53</p>","","","","","","","","","","","","","","","","","","","","","","","",""
