"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","highH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","total_bonus"
"image-keyboard-response","673","412312","0.0-4.0-6.0-1.0-2.198","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","674","412398","0.0-4.0-6.0-1.0-0.199","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","85","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","199","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","675","412704","0.0-4.0-6.0-1.0-1.199","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","676","413207","0.0-4.0-6.0-1.0-2.199","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","677","413752","0.0-4.0-6.0-1.0-0.200","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","545","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","200","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","678","414057","0.0-4.0-6.0-1.0-1.200","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","679","414559","0.0-4.0-6.0-1.0-2.200","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","680","414857","0.0-4.0-6.0-1.0-0.201","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","298","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","201","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","681","415163","0.0-4.0-6.0-1.0-1.201","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","682","415675","0.0-4.0-6.0-1.0-2.201","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","683","415718","0.0-4.0-6.0-1.0-0.202","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","41","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","202","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","684","416019","0.0-4.0-6.0-1.0-1.202","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","685","416526","0.0-4.0-6.0-1.0-2.202","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","686","416639","0.0-4.0-6.0-1.0-0.203","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","111","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","203","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","687","416945","0.0-4.0-6.0-1.0-1.203","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","688","417451","0.0-4.0-6.0-1.0-2.203","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","689","417512","0.0-4.0-6.0-1.0-0.204","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","60","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","204","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","690","417815","0.0-4.0-6.0-1.0-1.204","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","691","418319","0.0-4.0-6.0-1.0-2.204","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","692","418777","0.0-4.0-6.0-1.0-0.205","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","451","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","205","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","693","419078","0.0-4.0-6.0-1.0-1.205","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","694","419585","0.0-4.0-6.0-1.0-2.205","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","695","419672","0.0-4.0-6.0-1.0-0.206","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","86","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","206","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","696","419978","0.0-4.0-6.0-1.0-1.206","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","697","420480","0.0-4.0-6.0-1.0-2.206","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","698","420647","0.0-4.0-6.0-1.0-0.207","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","165","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","207","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","699","420948","0.0-4.0-6.0-1.0-1.207","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","700","421453","0.0-4.0-6.0-1.0-2.207","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","701","421655","0.0-4.0-6.0-1.0-0.208","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","200","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","208","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","702","421956","0.0-4.0-6.0-1.0-1.208","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","703","422460","0.0-4.0-6.0-1.0-2.208","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","704","422771","0.0-4.0-6.0-1.0-0.209","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","304","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","209","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","705","423074","0.0-4.0-6.0-1.0-1.209","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","706","423578","0.0-4.0-6.0-1.0-2.209","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","707","423874","0.0-4.0-6.0-1.0-0.210","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","295","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","210","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","708","424179","0.0-4.0-6.0-1.0-1.210","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","709","424682","0.0-4.0-6.0-1.0-2.210","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","710","424828","0.0-4.0-6.0-1.0-0.211","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","146","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","211","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","711","425129","0.0-4.0-6.0-1.0-1.211","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","712","425632","0.0-4.0-6.0-1.0-2.211","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","713","425729","0.0-4.0-6.0-1.0-0.212","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","96","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","212","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","714","426032","0.0-4.0-6.0-1.0-1.212","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","715","426536","0.0-4.0-6.0-1.0-2.212","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","716","427232","0.0-4.0-6.0-1.0-0.213","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","695","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","213","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","717","427541","0.0-4.0-6.0-1.0-1.213","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","718","428045","0.0-4.0-6.0-1.0-2.213","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","719","428106","0.0-4.0-6.0-1.0-0.214","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","60","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","214","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","720","428411","0.0-4.0-6.0-1.0-1.214","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","721","428915","0.0-4.0-6.0-1.0-2.214","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","722","429504","0.0-4.0-6.0-1.0-0.215","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","588","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","215","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","723","429806","0.0-4.0-6.0-1.0-1.215","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","724","430307","0.0-4.0-6.0-1.0-2.215","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","725","431458","0.0-4.0-6.0-1.0-0.216","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","1150","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","216","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","726","431762","0.0-4.0-6.0-1.0-1.216","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","727","432267","0.0-4.0-6.0-1.0-2.216","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","728","432767","0.0-4.0-6.0-1.0-0.217","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","493","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","217","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","729","433071","0.0-4.0-6.0-1.0-1.217","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","730","433575","0.0-4.0-6.0-1.0-2.217","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","731","433856","0.0-4.0-6.0-1.0-0.218","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","279","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","218","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","732","434157","0.0-4.0-6.0-1.0-1.218","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","733","434661","0.0-4.0-6.0-1.0-2.218","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","734","434730","0.0-4.0-6.0-1.0-0.219","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","67","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","219","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","735","435035","0.0-4.0-6.0-1.0-1.219","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","736","435541","0.0-4.0-6.0-1.0-2.219","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","737","435782","0.0-4.0-6.0-1.0-0.220","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","240","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","220","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","738","436086","0.0-4.0-6.0-1.0-1.220","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","739","436589","0.0-4.0-6.0-1.0-2.220","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","740","437026","0.0-4.0-6.0-1.0-0.221","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","430","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","221","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","741","437331","0.0-4.0-6.0-1.0-1.221","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","742","437835","0.0-4.0-6.0-1.0-2.221","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","743","438372","0.0-4.0-6.0-1.0-0.222","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","536","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","222","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","744","438676","0.0-4.0-6.0-1.0-1.222","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","745","439177","0.0-4.0-6.0-1.0-2.222","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","746","439336","0.0-4.0-6.0-1.0-0.223","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","158","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","223","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","747","439639","0.0-4.0-6.0-1.0-1.223","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","748","440143","0.0-4.0-6.0-1.0-2.223","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","749","440148","0.0-4.0-6.0-1.0-0.224","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","3","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","224","1","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","750","440452","0.0-4.0-6.0-1.0-1.224","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","751","440955","0.0-4.0-6.0-1.0-2.224","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","752","441428","0.0-4.0-6.0-1.0-0.225","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","472","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","225","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","753","441734","0.0-4.0-6.0-1.0-1.225","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","754","442238","0.0-4.0-6.0-1.0-2.225","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","755","442818","0.0-4.0-6.0-1.0-0.226","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","579","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","226","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","756","443123","0.0-4.0-6.0-1.0-1.226","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","757","443626","0.0-4.0-6.0-1.0-2.226","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","758","443940","0.0-4.0-6.0-1.0-0.227","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","313","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","227","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","759","444250","0.0-4.0-6.0-1.0-1.227","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","760","444755","0.0-4.0-6.0-1.0-2.227","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","761","445086","0.0-4.0-6.0-1.0-0.228","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","329","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","228","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","762","445392","0.0-4.0-6.0-1.0-1.228","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","763","445898","0.0-4.0-6.0-1.0-2.228","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","764","445992","0.0-4.0-6.0-1.0-0.229","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","93","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","229","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","765","446294","0.0-4.0-6.0-1.0-1.229","5c35132e48ad2900017e535e","635ab8fc87ce89828e04cd4e","635abec4b86960c1ce0b684f","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
